"Probe Number","Probe Name","OS","Media","Test start time","Test duration","Connection start time","Connection duration","callSetupTime","score","sessionNumber","inSessionIdx","networking","firewall","browser","location","status","URL","reason","audioBitrate_In","audioBitrate_Out","audioBitrate_In_Max","audioBitrate_In_Min","audioBitrate_Out_Max","audioBitrate_Out_Min","audioPackets_In","audioPacketsLoss_In","audioPacketsLossPercent_In","audioPackets_Out","audioPacketsLoss_Out","audioPacketsLossPercent_Out","audioJitter_In","audioJitter_In_Max","audioJitter_Out","audioJitter_Out_Max","audioRoundtrip","audioRoundtrip_Max","videoBitrate_In","videoBitrate_Out","videoBitrate_In_Max","videoBitrate_In_Min","videoBitrate_Out_Max","videoBitrate_Out_Min","videoPackets_In","videoPacketsLoss_In","videoPacketsLossPercent_In","videoPackets_Out","videoPacketsLoss_Out","videoPacketsLossPercent_Out","videoJitter_In","videoJitter_In_Max","videoJitter_Out","videoJitter_Out_Max","videoRoundtrip","videoRoundtrip_Max"
"001","quixotic-meat-001","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.479Z","399.62","2021-03-23T18:57:47.169Z","218.304",113.91,5.5,1,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b367","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","197.79","58.44","82.86",0,"41.91","14.80",54178,"6.14","0.08 %",19952,77,"0.77 %","17.61",90,"11.06","20.75","34.69",121,"4997.04","1633.61","1224.45","263.56","1574.81","219.34",97672,0,"0 %",40534,0,"0 %","1395.25","2349.95","8.30","33.66","30.15",144
"002","quixotic-meat-002","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.482Z","392.283","2021-03-23T18:59:34.925Z","107.355",3,5.2,1,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b368","Error while running .navigateTo) protocol action: An unknown error has occurred.","57.74","25.54","33.28","18.79","33.90","12.45",10318,"21.50","0.42 %",5128,61,"1.19 %","10.11",19,"7.78","11.33","21.10",34,"1618.24","715.28","1290.62","277.22","1251.16","281.71",20274,0,"0 %",9292,0,"0 %","125.85","168.00","7.53","19.12","24.34",173
"003","quixotic-meat-003","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.484Z","417.933","2021-03-23T18:57:40.535Z","242.162",133.8,5.5,2,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b369","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","199.44","59.34","57.23","7.80","115.60","2.39",57758,"25.71","0.31 %",22381,39,"0.35 %","13.43",38,"12.04","24.52","38.51",193,"5395.13","1476.79","1083.14","170.95","1400.91","95.63",114744,0,"0 %",40811,0,"0 %","1667.31","3242.29","11.09","53.67","34.34",226
"004","quixotic-meat-004","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.485Z","392.429","2021-03-23T18:59:42.753Z","115.628",3.67,5.3,2,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b36a","Error while running .navigateTo) protocol action: An unknown error has occurred.","53.25","29.91","272.80",0,"33.56","13.78",10108,27,"0.53 %",5592,57,"1.02 %","21.89",286,"6.61","18.60","18.76",31,"1251.96","736.50","1294.43","215.09","1122.02","174.17",17209,0,"0 %",10439,0,"0 %","732.96","1413.16","6.78","34.82","20.19",54
"005","quixotic-meat-005","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.487Z","413.808","2021-03-23T18:57:40.857Z","237.996",128.99,5.2,3,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b36b","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","197.11","57.07","96.48",0,"104.58","4.84",55008,"32.14","0.41 %",21586,78,"0.72 %","15.98",66,"12.65","22.15","37.79",230,"5013.02","1476.92","1232.84","277.55","1479.03","54.97",102758,0,"0 %",39942,0,"0 %","2039.76","2983.23","12.10",48,"31.65",123
"006","quixotic-meat-006","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.488Z","400.574","2021-03-23T18:59:38.962Z","112.598",5.13,5,3,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b36c","Error while running .navigateTo) protocol action: An unknown error has occurred.","51.98","29.01","242.33",0,"33.30","13.87",10205,"45.50","0.89 %",5299,58,"1.09 %","20.49",82,"8.04","13.65","20.07",34,"1144.20","700.05","1289.97","140.18","1228.34","262.71",15406,0,"0 %",9408,0,"0 %","803.57","1535.47","7.83","20.23","20.15",49
"007","quixotic-meat-007","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.532Z","409.608","2021-03-23T18:57:47.519Z","230.107",121.79,5.6,4,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b36d","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","114.10","29.56","92.70",0,"78.61","9.41",30455,19,"0.25 %",11121,0,"0 %","10.71",56,"7.53","12.98","20.02",65,"3217.66","829.37","2874.09","240.66","2850.30","181.33",60970,0,"0 %",22324,1,"0.00 %","814.98","1739.00","6.71","17.71","18.71",64
"008","quixotic-meat-008","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.533Z","400.103","2021-03-23T18:59:42.240Z","115.151",4.21,5.5,4,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b36e","Error while running .navigateTo) protocol action: An unknown error has occurred.","26.81","28.81","216.63",0,"33.16","15.25",5336,35,"0.66 %",5525,62,"1.12 %","19.41",218,"7.48","14.71","20.75",38,"858.93","805.53","1606.14","158.30","1307.47","153.06",11313,0,"0 %",11093,0,"0 %","733.85","1889.67","6.75","25.82","20.00",49
"009","quixotic-meat-009","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.533Z","416.853","2021-03-23T18:57:46.579Z","235.594",125.5,5.6,5,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b36f","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","201.31","58.10","33.21","15.31","77.39","10.04",59194,"28.57","0.34 %",22051,82,"0.74 %","14.11",29,"11.78","36.31","30.08",96,"5794.44","1500.34","1450.92","246.08","1499.34","190.63",120043,0,"0 %",41178,0,"0 %","1269.62","2433.45","10.22","30.34","28.95",167
"010","quixotic-meat-010","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.538Z","404.738","2021-03-23T18:59:43.882Z","118.414",4.92,5.3,5,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b370","Error while running .navigateTo) protocol action: An unknown error has occurred.","55.78","27.44","33.20","19.38","33.43","15.96",11366,"18.50","0.33 %",5579,0,"0 %","13.75",26,"7.53","13.25","16.73",25,"1436.59","812.76","1422.47","265.66","1460.36","241.25",20176,0,"0 %",11352,1,"0.01 %","240.69","320.46","6.51","14.41","19.23",56
"011","quixotic-meat-011","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.539Z","387.02","2021-03-23T18:58:38.076Z","172.06",89.7,5.4,6,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b371","https:/www.staging.liviasaude.com.br/assetslv2/img/seta-link.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","171.98","58.54","56.21",0,"54.72","8.35",38431,"1.17","0.02 %",15371,39,"0.51 %","10.38",22,"7.59","35.71","21.74",34,"4092.27","1230.21","1174.88",281,"1191.49","106.64",66918,0,"0 %",24445,0,"0 %","667.16","1107.00","9.95","32.03","21.93",125
"012","quixotic-meat-012","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.540Z","380.653","2021-03-23T18:59:23.236Z","125.632",4.19,5.5,6,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b372","Error while running .navigateTo) protocol action: An unknown error has occurred.","54.76","30.19","105.39",0,"33.77","15.08",12165,3,"0.05 %",6105,69,"1.13 %","11.87",25,"7.03","11.08","19.76",47,"1361.39","701.24","1208.82","153.12","1162.90","274.60",20844,0,"0 %",10867,0,"0 %","1649.67","2897.07","6.84","22.86","20.55",91
"013","quixotic-meat-013","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.545Z","416.528","2021-03-23T18:57:43.694Z","238.601",132.43,5.5,7,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b373","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","200.04","58.70","54.63","3.88","134.71","13.03",58669,"45.71","0.55 %",22353,"33.50","0.30 %","12.78",22,"12.22","22.98","30.03",148,"5576.24","1645.31","1051.98","294.68","1647.46","197.59",116591,0,"0 %",45531,0,"0 %","1240.14","2526.73","9.27","39.31","32.65",188
"014","quixotic-meat-014","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.546Z","395.525","2021-03-23T18:59:45.414Z","116.996",4.44,5.6,7,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b374","Error while running .navigateTo) protocol action: An unknown error has occurred.","55.94","30.13","242.27",0,"33.83","20.07",10740,25,"0.47 %",5673,42,"0.74 %","16.42",55,"5.80","8.90","18.72",48,"1414.27","821.23","1617.41","219.27","1112.55","279.57",19474,0,"0 %",11637,0,"0 %","594.82","1567.19","5.65","17.96","19.09",132
"015","quixotic-meat-015","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.547Z","415.909","2021-03-23T18:58:39.563Z","185.629",89.32,5.4,8,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b375","Error while running .elementSubmit) protocol action: stale element reference: element is not attached to the page document","171.11","30.27","62.19","0.16","40.98","12.30",34308,"1.67","0.03 %",9116,73,"0.80 %","10.58",60,"6.40","10.77","18.94",41,"4149.46","563.98","1031.82","166.68","1150.71","125.20",62069,0,"0 %",13414,0,"0 %","69.30","75.70","8.89","23.81","20.21",117
"016","quixotic-meat-016","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.549Z","407.061","2021-03-23T19:00:03.295Z","68.519",4.25,5.6,8,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b376","Error while running .navigateTo) protocol action: An unknown error has occurred.","29.74","28.55","33.64","21.80","33.30","19.86",3349,4,"0.12 %",3236,37,"1.14 %","9.98",19,"9.78","29.38","18.90",34,"849.58","580.60","1186.46","288.31","1073.62","166.47",6781,0,"0 %",4893,0,"0 %","98.67","129.00","7.83","25.24","18.31",33
"017","quixotic-meat-017","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.550Z","413.885","2021-03-23T18:57:52.551Z","226.146",98.74,5,9,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b377","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","195.50","60.51","57.69","1.34","118.66","10.38",51700,"42.86","0.58 %",19981,52,"0.52 %","17.13",40,"16.16","45.17","67.63",355,"4913.85","1132.67","1195.68","270.85","1447.19","69.80",92007,0,"0 %",28068,0,"0 %","1325.68","2150.55","18.72","82.07","49.27",351
"018","quixotic-meat-018","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.553Z","377.233","2021-03-23T18:59:24.801Z","131.627",3.65,5,9,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b378","Error while running .navigateTo) protocol action: An unknown error has occurred.","51.89","29.74","427.90",0,"34.68","16.53",11241,51,"0.91 %",6443,42,"0.65 %","21.34",38,"5.87","10.48","18.66",30,"738.26","839.93","2086.70","73.78","1240.12","246.10",12487,0,"0 %",13336,0,"0 %","513.61","825.94","5.28","20.60","18.80",63
"019","quixotic-meat-019","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.554Z","398.755","2021-03-23T18:57:43.648Z","221.207",115.51,5.6,10,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b379","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","199.28","58.05","123.35",0,"59.96","18.56",55414,"3.43","0.04 %",20422,0,"0 %","14.96",85,"9.67","17.98","25.50",48,"5758.19","1632.50",1788,"248.82","1745.57","146.98",112810,0,"0 %",41536,0,"0 %","1481.70","2705.29","8.21","20.30","23.91",94
"020","quixotic-meat-020","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.555Z","391.786","2021-03-23T18:59:33.920Z","109.503",3.24,5.4,10,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b37a","Error while running .navigateTo) protocol action: An unknown error has occurred.","56.64","27.99","36.73","18.85","33.82","18.04",10497,4,"0.08 %",5256,63,"1.20 %","13.16",26,"10.07","23.88","30.26",67,"1570.88","814.00","1772.33","205.67","1516.34","237.41",20290,0,"0 %",10621,0,"0 %","240.81","390.00","7.15","50.48","24.72",130
"021","quixotic-meat-021","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.556Z","403.064","2021-03-23T18:58:38.539Z","173.22",74.27,5.5,11,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b37b","https:/www.staging.liviasaude.com.br/assetslv2/js/owl.carousel.min.js - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","197.83","58.37","89.06",0,"100.02","14.89",45944,"0.86","0.01 %",16232,0,"0 %","12.72",21,"8.91",13,"25.21",89,"5681.27","1648.53","1331.90","231.92","1990.67","165.55",91948,0,"0 %",32675,"0.50","0.00 %","1566.42","3016.73","7.48","17.81","22.84",106
"022","quixotic-meat-022","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.557Z","405.414","2021-03-23T18:59:47.156Z","103.217",3.09,5.4,11,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b37c","Error while running .navigateTo) protocol action: An unknown error has occurred.","56.25","27.17","33.49","16.25","33.63","12.05",9968,"2.50","0.05 %",4916,37,"0.75 %","11.99",23,"8.66","21.25","22.08",36,"1696.39","766.23","1310.59","208.38","1235.38","270.80",20482,0,"0 %",9481,1,"0.01 %","177.97","235.00","7.44","35.86","24.73",187
"023","quixotic-meat-023","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.632Z","410.571","2021-03-23T18:57:51.646Z","227.368",120.25,5.6,12,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b37d","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","87.09","28.62","80.45",0,"68.98","8.07",19394,14,"0.22 %",10786,73,"0.68 %","13.64",79,"9.14","18.48","23.91",84,"2309.73","755.78","1498.87","221.79","1584.84","94.79",36542,0,"0 %",20383,0,"0 %","2970.19","20608.47","9.27","39.24","27.01",388
"024","quixotic-meat-024","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.632Z","394.066","2021-03-23T18:59:49.784Z","94.937",3.2,5.4,12,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b37e","Error while running .navigateTo) protocol action: An unknown error has occurred.","28.86","28.77","184.78",0,"33.77","10.27",4395,5,"0.11 %",4538,58,"1.28 %","18.83",257,"7.86","11.13","28.02",116,"510.98","776.59","1081.05","95.77","1505.77","229.48",6123,0,"0 %",8777,0,"0 %","429.78","813.44","6.75","15.44","22.03",163
"025","quixotic-meat-025","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.633Z","413.082","2021-03-23T18:58:38.538Z","178.43",75.13,5.5,13,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b37f","https:/www.staging.liviasaude.com.br/assetslv2/img/seta-link.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","204.58","58.19","69.35",0,"181.39","13.92",45307,"20.57","0.32 %",15767,"68.50","0.87 %","18.13",38,"16.27","51.58","59.09",210,"5432.72","1423.08","1295.37","286.41","1733.20","79.77",85492,0,"0 %",27730,0,"0 %","1364.08","2175.66","13.86","84.30","53.29",253
"026","quixotic-meat-026","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.634Z","396.3","2021-03-23T18:59:41.979Z","100.5",4.26,5.3,13,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b380","Error while running .navigateTo) protocol action: An unknown error has occurred.","56.61","28.36","124.38",0,"33.41","16.25",9405,0,"0 %",4833,40,"0.83 %","14.34",24,"7.52","19.52","21.96",30,"1400.17","780.73","1711.90","247.53","1139.70","163.27",16195,0,"0 %",9366,0,"0 %","1412.94","2563.62","6.37","19.43","19.32",58
"027","quixotic-meat-027","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.635Z","412.193","2021-03-23T18:57:50.453Z","228.534",122.44,5.7,14,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b381","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","203.28","58.17","86.45",0,"131.11","12.21",55448,"19.57","0.25 %",20876,"64.50","0.62 %","16.02",29,"13.48","23.40","40.17",153,"5701.78","1576.41","1959.52","276.75","1718.38","163.16",111037,0,"0 %",40262,6,"0.03 %","1450.21","2363.87","10.21","30.73","36.46",253
"028","quixotic-meat-028","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.635Z","401.498","2021-03-23T18:59:43.680Z","112.203",5.04,5.4,14,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b382","Error while running .navigateTo) protocol action: An unknown error has occurred.","53.89","29.85","33.47","20.22","34.01","17.67",10414,38,"0.73 %",5412,36,"0.67 %","10.08",20,"7.76","11.42","20.49",41,"1405.09","784.48","1319.85","193.01","1381.43","258.13",18667,0,"0 %",10645,0,"0 %","165.98","223.36","6.65","15.37","20.30",57
"029","quixotic-meat-029","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.638Z","392.058","2021-03-23T18:57:46.058Z","215.973",109.41,6,15,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b383","Error while running .elementSubmit) protocol action: stale element reference: element is not attached to the page document","58.97","29.91","83.34",0,"44.27","17.14",13589,0,"0 %",10649,75,"0.70 %","10.83",65,"6.61","11.08","18.57",46,"1713.24","796.64","1324.89","338.75","1149.54","140.29",28282,0,"0 %",21069,0,"0 %","612.08","1595.17","6.39","17.73","18.83",103
"030","quixotic-meat-030","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.639Z","385.711","2021-03-23T18:59:40.194Z","63.57",3,6.1,15,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b384","Error while running .navigateTo) protocol action: An unknown error has occurred.","30.97",0,"32.95","27.05",0,0,3054,0,"0 %",0,0,"0 %","6.33",11,0,0,0,0,"818.87",0,"1052.43","244.30",0,0,5978,0,"0 %",0,0,"0 %","82.39","110.96",0,0,0,0
"031","quixotic-meat-031","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.639Z","411.45","2021-03-23T18:57:50.887Z","228.796",120.3,5.7,16,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b385","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","114.18","58.77","80.69",0,"44.34","14.88",31087,"6.50","0.08 %",21440,43,"0.40 %","13.04",52,"10.66","27.21","26.13",62,"3455.08","1614.80","1283.38","274.66","2187.64","137.18",65821,0,"0 %",43084,0,"0 %","163.86","2281.00","9.95","55.37","26.48",189
"032","quixotic-meat-032","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.640Z","400.31","2021-03-23T18:59:44.960Z","113.352",5,5.7,16,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b386","Error while running .navigateTo) protocol action: An unknown error has occurred.","57.96","30.01","258.94",0,"33.82","17.34",10567,2,"0.04 %",5420,38,"0.70 %","16.86",61,"7.90","14.38","24.45",122,"1367.22","867.84","1481.37","110.75","1248.77","278.11",18332,0,"0 %",11588,0,"0 %","630.07","1527.42","5.99","12.01","21.98",137
"033","quixotic-meat-033","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.645Z","846.297","2021-03-23T18:57:44.708Z","234.421",126.79,5.6,17,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b387"," Timed out while waiting for element <textarea[name=""conduct""]> to be visible for 500000 milliseconds. - expected ""visible"" but got: ""not visible"" (500414ms), waitForElementVisible ('textarea[name=""conduct""]', 500000) (Line:174)","139.87","59.31","88.02",0,"115.66","6.75",42034,"23.20","0.28 %",19144,44,"0.46 %","13.92",85,"9.31","21.13","25.27",62,"4180.68","1705.44","1239.39",287,"1334.16","39.43",87118,0,"0 %",40073,0,"0 %","1149.03","2761.68","8.08","26.97","23.95",149
"034","quixotic-meat-034","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.646Z","398.574","2021-03-23T18:59:43.816Z","113.076",3.09,5.3,17,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b388","Error while running .navigateTo) protocol action: An unknown error has occurred.","53.99","28.27","254.99",0,"33.20","12.78",10560,54,"1.02 %",5422,58,"1.07 %","14.63",31,"9.16","17.08","22.65",62,"1583.54","784.09","1310.17","217.79","1209.80","233.09",20661,0,"0 %",10676,0,"0 %","1151.11","2412.32","6.53","19.62","23.60",179
"035","quixotic-meat-035","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.647Z","1022.015","No data","NaN",NaN,0,18,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","timeout","app.testrtc.com/app/testIteration/605a39b7617f9e001181b389","Error while running .navigateTo) protocol action: An unknown error has occurred.",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"036","quixotic-meat-036","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.654Z","632.441","No data","NaN",NaN,0,18,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b38a"," Timed out while waiting for element <#header > div.header-container > div.header-topo > a> to be present for 500000 milliseconds. - expected ""visible"" but got: ""not found"" (500085ms), waitForElementVisible ('#header > div.header-container > div.header-topo > a', 500000) (Line:196)",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"037","quixotic-meat-037","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.655Z","387.541","2021-03-23T18:58:34.976Z","174.975",71.8,5.5,19,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b38b","https:/www.staging.liviasaude.com.br/assetslv2/img/marca-delboni.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","111.60","29.53","79.99",0,"65.38","6.58",23610,2,"0.03 %",7883,0,"0 %","10.14",24,"5.95","12.46","18.28",35,"3202.84","802.24","1599.38","113.59","1988.46","147.55",47097,0,"0 %",15505,0,"0 %","543.26","1151.29","6.14","15.77","17.42",54
"038","quixotic-meat-038","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.655Z","393.283","2021-03-23T18:59:30.245Z","118.995",2.15,5.4,19,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b38c","Error while running .navigateTo) protocol action: An unknown error has occurred.","28.08","26.95","131.62",0,"34.54","17.89",5759,0,"0 %",5755,71,"1.23 %","11.62",26,"7.40","10.79","24.72",55,"902.08","791.12","1504.73","273.27","1472.29","114.01",12458,0,"0 %",11168,0,"0 %","1154.98","2340.13","7.11","20.09","21.75",81
"039","quixotic-meat-039","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.731Z","721.647","No data","NaN",NaN,0,20,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b38d","Error while running .navigateTo) protocol action: An unknown error has occurred.",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"040","quixotic-meat-040","Linux","VOA-VGA (480x640)","2021-03-23T18:55:51.732Z","704.759","No data","NaN",NaN,0,20,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a39b7617f9e001181b38e","Error while running .navigateTo) protocol action: An unknown error has occurred.",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"041","quixotic-meat-041","Linux","VOA-VGA04 (480x640)","2021-03-23T18:55:51.741Z","401.626","2021-03-23T18:58:41.141Z","168.351",70.95,5.4,21,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a39b7617f9e001181b38f","https:/www.staging.liviasaude.com.br/assetslv2/img/seta-next.svg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","144.46","28.90","77.18",0,"39.36","16.61",27677,0,"0 %",8217,41,"0.50 %","13.35",42,"8.17","15.75","24.46",53,"3199.43","816.62","1684.09","102.51","1707.35","124.70",46205,0,"0 %",16415,0,"0 %","103.33","119.67","6.94","16.22","20.90",97
