"Probe Number","Probe Name","OS","Media","Test start time","Test duration","Connection start time","Connection duration","callSetupTime","score","sessionNumber","inSessionIdx","networking","firewall","browser","location","status","URL","reason","audioBitrate_In","audioBitrate_Out","audioBitrate_In_Max","audioBitrate_In_Min","audioBitrate_Out_Max","audioBitrate_Out_Min","audioPackets_In","audioPacketsLoss_In","audioPacketsLossPercent_In","audioPackets_Out","audioPacketsLoss_Out","audioPacketsLossPercent_Out","audioJitter_In","audioJitter_In_Max","audioJitter_Out","audioJitter_Out_Max","audioRoundtrip","audioRoundtrip_Max","videoBitrate_In","videoBitrate_Out","videoBitrate_In_Max","videoBitrate_In_Min","videoBitrate_Out_Max","videoBitrate_Out_Min","videoPackets_In","videoPacketsLoss_In","videoPacketsLossPercent_In","videoPackets_Out","videoPacketsLoss_Out","videoPacketsLossPercent_Out","videoJitter_In","videoJitter_In_Max","videoJitter_Out","videoJitter_Out_Max","videoRoundtrip","videoRoundtrip_Max"
"042","sad-stone-042","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.671Z","397.938","2021-03-23T20:12:55.936Z","116.491",4.49,5.1,21,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f6d","Error while running .navigateTo) protocol action: An unknown error has occurred.","56.02","27.04","160.13",0,"33.33","16.14",10938,"1.50","0.03 %",5492,55,"1.00 %","15.84",31,"12.24","42.96","24.90",47,"1660.86","666.02","1743.53","168.14","1658.11","207.38",22609,0,"0 %",9364,0,"0 %","244.72","425.00","10.18","63.91","34.71",357
"043","sad-stone-043","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.672Z","415.855","2021-03-23T20:11:51.396Z","243.279",84.08,5.7,22,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f6e","https:/www.staging.liviasaude.com.br/assetslv2/img/img-consultas-mobile.jpg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","174.40","60.55","124.34",0,"103.59","16.91",52694,"0.33","0.00 %",19508,26,"0.27 %","11.55",60,"11.25","28.92","30.63",80,"4454.55","1600.72","1052.91",0,"1575.63","56.89",99088,0,"0 %",37701,"1.50","0.01 %","794.75","2043.55","9.97","57.60","30.47",251
"044","sad-stone-044","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.672Z","389.274","2021-03-23T20:12:59.542Z","152.005",9.43,5.6,22,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f6f","Error while running .navigateTo) protocol action: An unknown error has occurred.","60.78","28.65","98.91",0,"34.73","17.98",14789,0,"0 %",7182,59,"0.82 %","13.32",94,"5.72","21.21","22.40",77,"1585.72","610.02","1716.34","62.48","1446.63","101.06",28627,0,"0 %",11436,227,"1.98 %","575.31","1518.55","8.45","90.47","26.63",869
"045","sad-stone-045","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.673Z","1022.005","No data","NaN",NaN,0,23,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","timeout","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f70","Error while running .navigateTo) protocol action: An unknown error has occurred.",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"046","sad-stone-046","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.674Z","637.16","No data","NaN",NaN,0,23,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f71"," Timed out while waiting for element <#header > div.header-container > div.header-topo > a> to be present for 500000 milliseconds. - expected ""visible"" but got: ""not found"" (500219ms), waitForElementVisible ('#header > div.header-container > div.header-topo > a', 500000) (Line:196)",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"047","sad-stone-047","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.676Z","1022.005","No data","NaN",NaN,0,24,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","timeout","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f72","Test timeout after 1020s",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"048","sad-stone-048","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.677Z","633.512","No data","NaN",NaN,0,24,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f73"," Timed out while waiting for element <#header > div.header-container > div.header-topo > a> to be present for 500000 milliseconds. - expected ""visible"" but got: ""not found"" (500035ms), waitForElementVisible ('#header > div.header-container > div.header-topo > a', 500000) (Line:196)",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"049","sad-stone-049","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.677Z","1022.007","No data","NaN",NaN,0,25,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","timeout","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f74","Test timeout after 1020s",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"050","sad-stone-050","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.678Z","633.939","No data","NaN",NaN,0,25,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f75"," Timed out while waiting for element <#header > div.header-container > div.header-topo > a> to be present for 500000 milliseconds. - expected ""visible"" but got: ""not found"" (500166ms), waitForElementVisible ('#header > div.header-container > div.header-topo > a', 500000) (Line:196)",0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 %",0,0,"0 %",0,0,0,0,0,0
"051","sad-stone-051","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.679Z","401.647","2021-03-23T20:11:02.397Z","224.609",128.92,5.6,26,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f76","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","203.98","58.25","64.73","4.33","48.04","14.36",56358,6,"0.07 %",20729,"20.50","0.20 %","15.74",48,"12.12","26.58","27.66",101,"5584.32","1704.01","1217.62","190.16","1710.96","134.60",113368,0,"0 %",43547,"0.50","0.00 %","1039.58","2191.55","7.28","27.09","31.99",351
"052","sad-stone-052","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.679Z","382.664","2021-03-23T20:12:47.563Z","117.546",3.55,5.6,26,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f77","Error while running .navigateTo) protocol action: An unknown error has occurred.","58.00","28.57","129.70",0,"33.66","15.94",11268,0,"0 %",5676,27,"0.48 %","13.71",49,"9.81","48.25","25.62",89,"1774.60","709.78","1853.68","27.84","1231.90","159.62",24403,0,"0 %",10253,0,"0 %","211.51","367.47","8.39","44.87","33.78",567
"053","sad-stone-053","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.680Z","400.269","2021-03-23T20:11:09.313Z","218.851",18.3,5.9,27,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f78","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","57.58","58.87","70.59","7.30","48.89","8.09",19118,"2.50","0.03 %",20570,"19.50","0.19 %","12.35",35,"10.71","48.83","24.32",98,"1677.59","1762.90","1797.14","138.42","1633.24","218.11",40566,0,"0 %",44694,1,"0.00 %","263.54","825.00","6.05","23.42","21.86",239
"054","sad-stone-054","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.681Z","392.486","2021-03-23T20:13:01.726Z","102.998",5,4.2,27,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f79","Error while running .navigateTo) protocol action: An unknown error has occurred.","25.44",0,"140.52",0,0,0,4194,8,"0.19 %",0,0,"0 %","23.95",294,0,0,0,0,"722.47",0,"1410.53",0,0,0,8423,0,"0 %",0,0,"0 %","138.66","176.10",0,0,0,0
"055","sad-stone-055","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.681Z","842.639","2021-03-23T20:10:59.959Z","233.973",11.98,6,28,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f7a","Error while running .setElementValue) protocol action: stale element reference: element is not attached to the page document","88.51","59.49","329.10",0,"65.91","10.40",32561,1,"0.01 %",19459,19,"0.20 %","12.38",53,"8.75","27.88","19.36",49,"2552.46","1756.84","1330.60",0,"1298.01","105.66",67964,0,"0 %",41834,51,"0.24 %","297.15","692.00","8.91","266.81","26.80",310
"056","sad-stone-056","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.682Z","393.869","2021-03-23T20:13:02.179Z","110.999",9.71,5.5,28,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f7b","Error while running .navigateTo) protocol action: An unknown error has occurred.","59.88",0,"242.39",0,0,0,10281,0,"0 %",0,0,"0 %","17.85",51,0,0,0,0,"1529.38",0,"1769.38","257.49",0,0,19431,0,"0 %",0,0,"0 %","383.29","988.81",0,0,0,0
"057","sad-stone-057","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.682Z","396.867","2021-03-23T20:11:01.759Z","222.895",108.9,5.4,29,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f7c","https:/www.staging.liviasaude.com.br/vendors~main-bdd68c069090be26c58d.js 1:938443 Uncaught TypeError: Cannot read property 'addEventListener' of null","86.07","29.18","102.18",0,"43.17","16.86",24789,0,"0 %",10921,0,"0 %","11.66",44,"7.96","29.56","18.68",36,"2242.41","804.82","1283.55","172.82","1376.78","235.71",46581,0,"0 %",21706,0,"0 %","567.89","1330.00","6.43","15.38","20.72",186
"058","sad-stone-058","Linux","VOA-VGA (480x640)","2021-03-23T20:09:10.683Z","392.802","2021-03-23T20:13:02.288Z","102",7.53,5.4,29,2,"No throttling","No Firewall","chrome:88.0.4324.96","East US","failure","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f7d","Error while running .navigateTo) protocol action: An unknown error has occurred.","29.62",0,"169.05",0,0,0,4589,0,"0 %",0,0,"0 %","15.65",37,0,0,0,0,"722.62",0,"1295.42","160.55",0,0,8299,0,"0 %",0,0,"0 %","877.48","2053.42",0,0,0,0
"059","sad-stone-059","Linux","VOA-VGA04 (480x640)","2021-03-23T20:09:10.684Z","396.787","2021-03-23T20:11:49.925Z","173.659",84.09,5.7,30,1,"No throttling","No Firewall","chrome:88.0.4324.96","East US","completed","app.testrtc.com/app/testIteration/605a4ae6a5725c0011530f7e","https:/www.staging.liviasaude.com.br/assetslv2/img/img-consultas-mobile.jpg - Failed to load resource: the server responded with a status of 502 (Bad Gateway)","145.71","29.83","56.45",0,"65.88","4.49",28821,"2.80","0.05 %",8483,23,"0.27 %","13.95",37,"9.95","29.73","27.01",99,"3925.00","803.49","1279.93","208.02","2038.89","218.40",55369,0,"0 %",16672,11,"0.07 %","98.71","121.79","7.56","24.69","24.48",104
