"Probe Number","Probe Name","OS","Media","Test start time","Test duration","Connection start time","Connection duration","callSetupTime","score","sessionNumber","inSessionIdx","networking","firewall","browser","location","status","URL","reason","audioBitrate_In","audioBitrate_Out","audioBitrate_In_Max","audioBitrate_In_Min","audioBitrate_Out_Max","audioBitrate_Out_Min","audioPackets_In","audioPacketsLoss_In","audioPacketsLossPercent_In","audioPackets_Out","audioPacketsLoss_Out","audioPacketsLossPercent_Out","audioJitter_In","audioJitter_In_Max","audioJitter_Out","audioJitter_Out_Max","audioRoundtrip","audioRoundtrip_Max","videoBitrate_In","videoBitrate_Out","videoBitrate_In_Max","videoBitrate_In_Min","videoBitrate_Out_Max","videoBitrate_Out_Min","videoPackets_In","videoPacketsLoss_In","videoPacketsLossPercent_In","videoPackets_Out","videoPacketsLoss_Out","videoPacketsLossPercent_Out","videoJitter_In","videoJitter_In_Max","videoJitter_Out","videoJitter_Out_Max","videoRoundtrip","videoRoundtrip_Max"
"075","overt-month-075","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.978Z","165.213","2021-07-08T23:15:34.472Z","123.056",2.04,7.8,38,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b56d","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-038 - Failed to load resource: the server responded with a status of 500 ()","12.52","12.31","17.95","2.69","17.30","1.48",5199,0,"0 %",5236,0,"0 %","3.47",7,"3.05","6.21","22.37",41,"1053.79","2389.94","3614.69",0,"4372.11","377.50",14608,0,"0 %",34859,0,"0 %","3331.46",9974,"3.25","13.14","22.85",41
"076","overt-month-076","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.980Z","166.396","2021-07-08T23:15:35.263Z","124.001",1.07,8,38,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b56e","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-038 - Failed to load resource: the server responded with a status of 500 ()","12.18","12.55","17.80","1.54","17.15","0.32",5174,0,"0 %",5294,0,"0 %","3.27",7,1,1,0,0,"1260.59","1826.00","3802.50","54.98","3169.98","574.15",17445,0,"0 %",27156,"4.33","0.05 %","4994.27",18721,"4.35","20.59","21.94",31
"077","overt-month-077","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.981Z","176.433","2021-07-08T23:15:42.762Z","126.005",3.02,7.3,39,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b56f","2021-07-08T23:15:42.040Z"" ""warn"" ""[RemoteVideoTrackPublication #0: MT49fe9be47fd0ee78be87d4c74eb68ca8]"" ""MT49fe9be47fd0ee78be87d4c74eb68ca8: ON > OFF","11.90","12.48","17.48","0.31","17.13","2.01",5163,0,"0 %",5292,0,"0 %","3.63",8,"3.59","12.04","22.24",54,"1106.84","1711.90","4560.81","187.02","3489.05","428.02",15595,1,"0.01 %",25837,"0.67","0.01 %","3385.50",9815,"4.87","17.92","21.83",38
"078","overt-month-078","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.984Z","171.436","2021-07-08T23:15:41.935Z","122.547",4.55,8.4,39,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b570","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-039 - Failed to load resource: the server responded with a status of 500 ()","12.58","12.27","17.23","0.98","17.23","0.31",5093,0,"0 %",5204,0,"0 %","3.91",17,"3.21","6.46","21.46",34,"997.91","1864.41","2681.52","154.38","242.69","69.89",13471,0,"0 %",27909,1,"0.01 %","4431.52",10181,"22.59","52.82","21.84",32
"079","overt-month-079","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.985Z","176.044","2021-07-08T23:15:46.774Z","122.662",4.66,8.1,40,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b571","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-040 - Failed to load resource: the server responded with a status of 500 ()","12.45","12.36","17.01","0.34","17.20","0.32",5080,0,"0 %",5251,0,"0 %","3.52",10,"2.38","2.38",22,22,"1147.58","1888.16","2249.84","193.29","3965.45","562.23",15524,0,"0 %",28568,"2.67","0.03 %","3803.61",13659,"3.88","14.10","23.32",51
"080","overt-month-080","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.987Z","180.349","2021-07-08T23:15:46.761Z","126.956",3.96,8.2,40,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b572","2021-07-08T23:15:47.167Z"" ""warn"" ""[RemoteVideoTrackPublication #0: MT6a695c2a121ffa42d3d53483676f6081]"" ""MT6a695c2a121ffa42d3d53483676f6081: ON > OFF","11.98","12.41","17.21","0.30","17.02","0.29",5249,0,"0 %",5274,0,"0 %","3.43",7,"3.16","8.29","22.03",29,"976.76","1812.35","2296.55","109.13","261.55","37.77",14023,0,"0 %",28148,"0.33","0.00 %","3831.83",16994,"22.95","69.74","22.04",32
"081","overt-month-081","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.988Z","180.583","2021-07-08T23:15:46.876Z","126.001",3.66,7.3,41,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b573","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-041 - Failed to load resource: the server responded with a status of 500 ()","11.85","12.27","17.51","0.32","17.13","0.38",5095,0,"0 %",5136,0,"0 %","3.40",8,"3.64","7.56","22.14",35,"1068.17","1653.98","2539.35","254.97","3521.78",0,15144,0,"0 %",26607,"0.33","0.00 %","3314.94",11515,"4.39","21.70","22.81",40
"082","overt-month-082","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.989Z","175.539","2021-07-08T23:15:46.354Z","122.295",4.31,8.4,41,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b574","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-041 - Failed to load resource: the server responded with a status of 500 ()","12.34","12.20","17.13","0.25","17.57",1,4986,0,"0 %",5122,0,"0 %","3.59",8,"3.03","4.77","22.10",33,"1053.94","1827.85","2129.67","332.14","777.03","151.87",14111,0,"0 %",27959,"0.33","0.00 %","4141.22",10985,"8.67","28.77","21.94",32
"083","overt-month-083","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.991Z","175.427","2021-07-08T23:15:45.650Z","123.172",4.17,8.5,42,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b575","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-042 - Failed to load resource: the server responded with a status of 500 ()","12.10","12.51","16.60","0.30","16.73","0.30",5056,0,"0 %",5347,0,"0 %","3.67",6,"3.23","6.60","22.96",32,"1046.95","1878.38","2240.66","147.13","717.45","94.19",14277,0,"0 %",28873,2,"0.02 %","4057.70",9385,"10.46","31.28","22.99",43
"084","overt-month-084","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.992Z","178.789","2021-07-08T23:15:46.329Z","126.025",3.03,8.4,42,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b576","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-042 - Failed to load resource: the server responded with a status of 500 ()","12.17","12.04","17.30","2.93","17.06","0.29",5296,0,"0 %",5206,0,"0 %","3.38",6,"3.46","5.83","22.60",29,"1117.48","1800.16","2225.41","299.48","1253.32","172.35",15844,0,"0 %",27492,"2.33","0.03 %","3139.33",9816,"12.26","30.54","22.62",30
"085","overt-month-085","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.993Z","175.371","2021-07-08T23:15:45.964Z","122.376",4.34,8,43,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b577","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-043 - Failed to load resource: the server responded with a status of 500 ()","12.57","12.58","16.69","1.31","17.09","0.31",5090,0,"0 %",5253,0,"0 %","3.52",6,"2.95","5.21","22.71",34,"1184.36","2100.99","3029.18","439.77","4654.60","448.39",15854,0,"0 %",31187,"0.67","0.01 %","3689.67",9333,"2.93","14.80","22.63",34
"086","overt-month-086","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.995Z","179.395","2021-07-08T23:15:45.986Z","126.994",4.04,8.3,43,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b578","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-043 - Failed to load resource: the server responded with a status of 500 ()","12.14","12.50","16.99","0.99","17.24","0.59",5252,0,"0 %",5283,0,"0 %","3.45",7,"3.37","6.04","23.40",37,"1142.26","1839.86","2999.70","145.29","932.75","158.78",16240,1,"0.01 %",28072,"0.33","0.00 %","4696.52",15019,"11.56","27.99","23.43",41
"087","overt-month-087","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.998Z","163.527","2021-07-08T23:15:33.190Z","122.965",3.97,8,44,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b579","No errors","12.73","11.88","17.21","0.30","16.91","0.27",5141,0,"0 %",5106,0,"0 %","3.80",8,"2.97","5.60","23.67",38,"935.07","1891.45","3160.80","45.89","902.13","157.80",12631,0,"0 %",28060,"0.67","0.01 %","5213.12",15303,"8.92","33.96","22.74",35
"088","overt-month-088","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:56.999Z","166.786","2021-07-08T23:15:33.402Z","126",3.99,8.1,44,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f0c6ced60012a2b57a","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-044 - Failed to load resource: the server responded with a status of 500 ()","11.67","12.63","17.63","0.29","17.60","0.42",5101,0,"0 %",5241,0,"0 %","3.55",8,"3.66","9.04","23.26",35,"1123.73","1498.53","2335.61","168.70","269.41","23.77",15920,0,"0 %",24455,0,"0 %","3553.20",11049,"22.79","57.02","23.25",37
"089","overt-month-089","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.001Z","172.925","2021-07-08T23:15:43.885Z","122.241",4.25,8,45,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b57b","No errors","12.52","12.24","16.88","1.98","17.07","0.34",5156,0,"0 %",5224,0,"0 %","3.13",6,"3.21","5.65","22.71",41,"1130.19","1846.53","3216.58","268.29","3168.66","418.53",15259,0,"0 %",27299,"2.33","0.03 %","3515.40",10401,"3.66","14.72","22.58",36
"090","overt-month-090","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.003Z","177.067","2021-07-08T23:15:44.811Z","126",4,8.6,45,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b57c","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-045 - Failed to load resource: the server responded with a status of 500 ()","11.84","12.44","16.73","1.70","16.80","0.41",5178,0,"0 %",5305,0,"0 %","3.35",7,"2.94","5.08","21.93",33,"1059.78","1963.40","2397.15","9.42","272.41","31.81",15050,2,"0.01 %",30248,"0.67","0.01 %","4077.11",9425,"20.02","65.03","22.11",34
"091","overt-month-091","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.005Z","165.251","2021-07-08T23:15:34.590Z","124.041",2.06,8.4,46,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b57d","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-046 - Failed to load resource: the server responded with a status of 500 ()","12.22","12.55","16.85","0.28","17.44","0.30",5168,0,"0 %",5380,0,"0 %","3.60",7,"2.87","5.71","22.19",34,"1140.48","1793.25","3518.95",0,"724.23","132.74",15977,0,"0 %",27524,"0.33","0.00 %","3489.92",11266,"8.89","36.89","22.22",35
"092","overt-month-092","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.007Z","166.233","2021-07-08T23:15:35.021Z","124",0.96,8.6,46,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b57e","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-046 - Failed to load resource: the server responded with a status of 500 ()","12.51","12.21","17.39","0.60","16.98","0.28",5332,0,"0 %",5221,0,"0 %","3.06",6,"3.18","6.58","21.66",29,"1110.15","1968.49","2984.33","90.48","859.41","97.57",15704,0,"0 %",30197,"5.33","0.05 %","3012.79",10240,"9.45","28.98","21.66",31
"093","overt-month-093","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.009Z","168.134","2021-07-08T23:15:36.175Z","125",2,8.3,47,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b57f","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-047 - Failed to load resource: the server responded with a status of 500 ()","12.42","12.34","17.06","2.83","17.16","0.57",5255,0,"0 %",5280,0,"0 %","3.71",9,"3.66","6.94","23.25",34,"1197.59","1647.04","2273.16","375.97","335.36","58.54",16762,0,"0 %",24794,2,"0.02 %","3323.50",9492,"22.82","61.48","22.09",32
"094","overt-month-094","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.010Z","165.203","2021-07-08T23:15:35.885Z","123.085",3.09,8.5,47,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b580","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-047 - Failed to load resource: the server responded with a status of 500 ()","12.36","12.63","16.82","0.28","17.18","1.76",5155,0,"0 %",5306,0,"0 %","3.77",7,"3.01","5.27","23.49",39,"965.10","2075.49","2256.63","198.78","246.04","56.43",13222,0,"0 %",31550,0,"0 %","5077.67",18759,"17.24","51.48","22.29",37
"095","overt-month-095","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.012Z","165.584","2021-07-08T23:15:35.128Z","123.449",4.45,7.9,48,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b581","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-048 - Failed to load resource: the server responded with a status of 500 ()","12.37","12.16","17.52","2.15","17.45","0.63",5139,0,"0 %",5280,0,"0 %","3.57",7,"2.86",6,"22.42",38,"1263.11","1858.72","4716.51","114.23","3417.30","456.38",16958,0,"0 %",27702,"0.67","0.01 %","4068.76",12820,"3.46","13.88","22.57",37
"096","overt-month-096","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.014Z","168.599","2021-07-08T23:15:35.320Z","126.979",4.04,8.6,48,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b582","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-048 - Failed to load resource: the server responded with a status of 500 ()","11.85","12.32","16.91","2.46","17.03","1.42",5278,0,"0 %",5287,0,"0 %","3.12",6,"3.03","6.31","21.93",30,"1109.23","2131.75","2778.03","177.42","827.98","86.83",15716,1,"0.01 %",32045,"0.67","0.01 %","3462.28",11453,"9.60","38.22","22.17",34
"097","overt-month-097","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.015Z","165.341","2021-07-08T23:15:35.094Z","123.984",3.99,8.3,49,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b583","No errors","12.28","12.30","17.08","0.37","17.28","0.33",5171,0,"0 %",5359,0,"0 %","3.47",6,"3.03","5.58","22.62",33,"1060.45","1842.10","2332.24",0,"879.77","74.48",14610,0,"0 %",28331,1,"0.01 %","3137.22",13200,"11.40","35.20","22.68",33
"098","overt-month-098","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.017Z","168.593","2021-07-08T23:15:36.035Z","126",3,7.9,49,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b584","2021-07-08T23:15:35.312Z"" ""warn"" ""[RemoteVideoTrackPublication #0: MT7087e919a53c570ac7ef5875cf6dedb4]"" ""MT7087e919a53c570ac7ef5875cf6dedb4: ON > OFF","12.06","12.23","17.48","0.77","16.91","0.49",5272,0,"0 %",5273,0,"0 %","3.25",6,"3.12",5,"23.09",37,"1084.08","1936.97","2897.79","90.45","4203.99","303.17",15349,2,"0.01 %",29592,3,"0.03 %","3605.84",10416,"4.04","20.11","23.15",36
"099","overt-month-099","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.018Z","167.973","2021-07-08T23:15:38.417Z","121.985",0,7.3,50,1,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b585","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-050 - Failed to load resource: the server responded with a status of 500 ()","12.51","12.20","17.26","0.34","17.17","0.34",5299,0,"0 %",5168,0,"0 %","3.09",6,"2.97","5.77","22.30",29,"958.14","1887.91","3757.76","90.15","4233.45","461.73",13564,0,"0 %",27963,4,"0.04 %","3107.30",11690,"3.37","14.24","22.70",32
"100","overt-month-100","Linux","KrankyGeek-1080p (1080x1920)","2021-07-08T23:14:57.020Z","166.542","2021-07-08T23:15:37.383Z","122.117",1.12,6.5,50,2,"No throttling","No Firewall","chrome:91.0.4472.114","East US","completed","app.testrtc.com/app/testIteration/60e786f1c6ced60012a2b586","https:/video-services-3963.twil.io/AverageWaitInSecs?room=stress-050 - Failed to load resource: the server responded with a status of 500 ()","12.17","12.52","16.87","0.26","17.74","1.81",5119,0,"0 %",5303,0,"0 %","3.31",6,"2.83","6.85","21.78",31,"1099.06","1526.89","2515.05","141.88","3829.73",0,15280,0,"0 %",23880,"3.33","0.04 %","2911.27",10236,"3.75","18.84","21.74",31
